Language	English	Français	italiano	Deutsche	español	日本	Português	عربى	한국어	Русский	中文(简)	中文(繁)	Polski	Dutch	Предреформенный русскій
stacks	stacks	quantité	quantità	Menge	cantidad	数量	quantidade	كمية	수량	количество	数量	數量	ilość	hoeveelheid	Число
units	units	créatures	creaturetti	Kreaturen	criaturas	生物	criaturas	مخلوقات	생물	существа	生物	生物	stworzenia	wezens	Твари
rune_melee_specialist	Deal extra damage to units within 🍞 of your cast range.	Inflige des dégâts supplémentaires aux unités situées dans un rayon de 🍞 de votre portée de lancement.	Infliggi danni extra alle unità entro il 🍞 della tua portata di lancio.	Füge Einheiten im Bereich von 🍞 deiner Reichweite zusätzlichen Schaden zu.	Haz daño extra a las unidades dentro del 🍞 de tu rango de lanzamiento.	キャスト範囲の🍞内のユニットに追加ダメージを与える。	Causa dano extra a unidades dentro de 🍞 do seu alcance de lançamento.	تسبب ضررًا إضافيًا لوحدات ضمن 🍞 من نطاق سحرك.	시전 범위의 🍞 이내의 유닛에게 추가 피해를 입힙니다.	Наносите дополнительный урон юнитам в пределах 🍞 вашего радиуса действия.	对施法范围内🍞的单位造成额外伤害。	對於在你施法範圍🍞的單位造成額外傷害。	Zadaj dodatkowe obrażenia jednostkom w promieniu 🍞 zasięgu swojego rzucania.	Doe extra schade aan eenheden binnen 🍞 van je castbereik.	Наносите прибавочный уронъ воинамъ въ предѣлахъ 🍞 твоего дѣйствія.
Melee Specialist	Near Sighted	Presbyte	Miopia	Kurzsichtig	Miopía	近視	Miopia	قَصيرُ النَّظَر	근시안적인	Невидящий вдаль	近视	近視	Krótko-wzroczny	Bijziend	Незрящій вдаль
rune_black_coin	Chance to instantly kill a unit when dealing damage.  Bosses excluded.	Chance d'éliminer instantanément une unité lors de l'infligenement de dégâts. Les boss sont exclus.	Probabilità di uccidere istantaneamente un'unità infliggendo danno. Boss esclusi.	Chance, einen Gegner sofort zu töten, wenn Schaden verursacht wird. Bosse ausgeschlossen.	Probabilidad de matar instantáneamente a una unidad al infligir daño. Excluyendo jefes.	ダメージを与えたときにユニットを即死させる確率。 ボスは除く。	Chance de matar instantaneamente uma unidade ao causar dano. Chefes excluídos.	فرصة لقتل وحدة على الفور عند إلحاق الضرر. تستثنى الرؤساء.	피해를 줄 때 유닛을 즉시 처치할 확률. 보스는 제외됩니다.	Шанс мгновенно убить юнит при нанесении урона. Боссы исключены.	造成伤害时有机会立即击杀一个单位。 Boss不包括在内。	造成傷害時有機會立即擊殺單位。boss 不算在內。	Szansa na natychmiastowe zabicie jednostki przy zadawaniu obrażeń. Szefowie wyłączeni.	Kans om een eenheid onmiddellijk te doden bij het toebrengen van schade. Bazen uitgesloten.	Вѣроятность немедля убити воина при нанесеніи урона. Вожди исключены.
Black Coin	Black Coin	Pièce Noire	Moneta Nera	Schwarze Münze	Moneda Negra	黒いコイン	Moeda Negra	عملة سوداء	검은 동전	Чёрная монета	黑币	黑幣	Czarny Złoty	Zwarte Munt	Чёрная деньга
% chance	% chance	% de chance	% possibilità	% Chance	% de probabilidad	%の確率	% de chance	نسبة %	% 확률	% шанса	% 概率	% 機率	% szansy	% kans	% вѣроятности
Runes	Runes	Runes	Rune	Runen	Rúnas	ルーン	Runa	رموز	룬	Руны	符文	符文	Runy	Runa's	Руны
Battle Log	Battle Log	Journal de bataille	Registro di Battaglia	Kampflog	Registro de Batalla	戦闘ログ	Registro de Batalha	سجل المعركة	전투 기록	Журнал битвы	战斗日志	戰鬥紀錄	Dziennik Bitwy	Slag Register	Свитокъ битвы
Bounty Hunter	Bounty Hunter	Chasseur de primes	Cacciatore di taglie	Kopfgeldjäger	Cazador de recompensas	賞金稼ぎ	Caçador de Recompensas	صائد الجوائز	보상 사냥꾼	Добытчик наград	赏金猎人	賞金獵人	Łowca Nagród	Premiejager	Събиратель наградъ
Give Bounty	Set Bounty	Marquer comme prime	Contrassegna come Taglia	Als Kopfgeld markieren	Marcar como Recompensa	報酬としてマークする	Marcar como Recompensa	علامة كمكافأة	현상금을 걸다	Пометить как награду	标记为赏金	標記為賞金	Oznacz jako nagrodę	Merken als Bounty	Пометити какъ награду
spell_give_bounty	Set a bounty on the target's head.  Works well with Bounty Runes. (Note: Bounty Runes automatically set bounties even without this spell.  This spell provides additional bounties)	Mettez une prime sur la tête de la cible. Fonctionne bien avec les Runes de Prime.	Metti una taglia sulla testa del bersaglio. Funziona bene con le Rune di Taglia.	Setze eine Belohnung auf den Kopf des Ziels. Funktioniert gut mit Belohnungsrunen.	Pon una recompensa sobre la cabeza del objetivo. Funciona bien con las Runas de Recompensa.	対象の頭に賞金をかけろ。バウンティルーンと相性が良い。	Coloque uma recompensa na cabeça do alvo. Funciona bem com Runas de Recompensa.	حدد جائزة على رأس الهدف. تعمل بشكل جيد مع جوائز المكافآت.	대상 머리에 현상금을 걸어라. 보상 룬과 잘 어울린다.	Установите награду за голову цели. Хорошо сочетается с Наградными Рунами.	在目标的头上悬赏。与赏金符文配合得很好。	在目標的頭上懸賞。與獵賞符文搭配效果良好。	Ustal nagrodę za głowę celu. Działa dobrze z Runami Łowców.	Stel een beloning in op het hoofd van het doelwit. Werkt goed met Bounty Runes.	Установите награду за голову цѣли. Добрѣ сочетается съ Наградными Рунами.
Target Bounty	Target Bounty	Cible de prime	Bounty Obiettivo	Zielpreis	Recompensa Apuntada	ターゲットバウンティ	Alvo de Recompensa	مكافأة الهدف	목표 현상금	Целевая Награда	目标赏金	目標賞金	Cel bounty	Doelbeloning	Цѣльная Награда
spell_target_bounty	Targets units with bounties on their head. One per stack.	Cible les unités avec une prime sur leur tête. Une par paquet.	Colpisce unità con taglie sulla testa. Una per accumulo.	Zielt Einheiten mit Kopfgeldern auf ihren Köpfen an. Eins pro Stapel.	Objetivos unidades con recompensas por su cabeza. Uno por pila.	首に懸賞金がかけられたユニットをターゲットにします。1スタックにつき1体。	Alvos unidades com recompensas em suas cabeças. Um por pilha.	استهداف الوحدات التي عليها مكافآت. واحدة لكل كومة.	머리 위에 현상금이 걸린 유닛을 대상으로 합니다. 스택당 하나만.	Цельтесь в юниты с наградами на их головы. По одному на стек.	目标单位的赏金。每堆一个。	針對頭上懸賞的目標單位。每堆一個。	Celuje jednostki z nagrodami na głowie. Jedna na stos.	Doelwitten eenheden met een beloning op hun hoofd. Eén per stapel.	Цѣльтесь въ воиновъ съ наградами на ихъ головахъ. По одному на стогъ.
death_wager_error1	You must be at max health to cast "Death Wager"	Vous devez être à pleine santé pour lancer "Pari Mortel".	Devi essere a salute massima per lanciare "Scommessa Mortale"	Du musst bei maximaler Gesundheit sein, um "Todswette" zu wirken.	Debes estar a máxima salud para lanzar "Apuesta Mortal".	「デスウェイジャー」を唱えるには、最大の健康状態である必要があります。	Você deve estar com a saúde máxima para lançar "Aposta da Morte".	يجب أن تكون في أقصى صحة لتلقي تعويذة "رهان الموت"	죽음의 내기를 시전하기 위해서는 최대 체력이어야 합니다.	Вы должны быть на максимальном уровне здоровья, чтобы произнести "Ставку на Смерть".	你必须达到最大生命值才能施放“死亡赌注”。	你必須在最大生命值時才能施放「死亡賭注」。	Musisz mieć maksymalne zdrowie, aby rzucić "Zakład na Śmierć".	Je moet op maximale gezondheid zijn om "Doodsweddenschap" te kunnen casten.	Ты долженъ быть на наибольшемъ здравіи, чтобы изрещи "Ставку на Смерть".
death_wager_error2	Death Wager must be cast by itself	Le Pari de la Mort doit être lancé seul.	Death Wager deve essere lanciato da solo.	Der Todeswette muss allein geworfen werden.	La Apuesta de la Muerte debe ser lanzada por sí sola.	「デス・ウェイager」は単独で唱えなければならない。	Aposta da Morte deve ser lançada sozinha.	يجب أن يُلقى "رهان الموت" بمفرده	“죽음의 내기”는 혼자서 시전해야 합니다.	Ставка на смерть должна быть применена самостоятельно.	死亡赌注必须单独施放	「死亡賭注」必須單獨施放。	Zakład Śmierci musi być rzucony samodzielnie.	"Death Wager" kan geen onderdeel zijn van een reeks spreuken.	Ставка на смерть должна быть примѣнена самотекомъ.
teach	Teach Spell	Enseigner un sort	Insegnare Incantesimo	Zauber lehren	Enseñar Hechizo	呪文を教える	Ensinar Magia	تعليم تعويذة	주문 가르치기	Обучить заклинанию	教授法术	教導法術	Naucz Zaklęcia	Leer Spreuk	Научити заклятію
spell_teach	Teach a new spell to a clone of yourself.  The clone must have enough mana in order to cast the spell.	Enseigne un nouveau sort à un clone de toi-même. Le clone doit avoir suffisamment de mana pour lancer le sort.	Insegna un nuovo incantesimo a un clone di te stesso. Il clone deve avere abbastanza mana per lanciare l'incantesimo.	Lerne einen neuen Zauber für einen Klon von dir selbst. Der Klon muss genügend Mana haben, um den Zauber zu wirken.	Enseña un nuevo hechizo a un clon de ti mismo. El clon debe tener suficiente maná para poder lanzar el hechizo.	自分のクローンに新しい魔法を教える。クローンは、魔法を使うために十分なマナを持っていなければならない。	Ensine um novo feitiço a um clone de si mesmo. O clone deve ter mana suficiente para lançar o feitiço.	علّم نسخة منك تعويذة جديدة. يجب أن تكون لدى النسخة كمية كافية من المانا ليمكنها إلقاء التعويذة.	자신의 복제에게 새로운 마법을 가르쳐라. 그 복제가 마법을 시전할 만큼 충분한 마나를 가져야 한다.	Научите нового заклинанию своего клона. Клон должен иметь достаточно маны, чтобы создать заклинание.	教给你自己的一个克隆一个新的咒语。克隆必须有足够的法力才能施放这个咒语。	教你的克隆體一個新法術。克隆体必须有足夠的魔力才能施放這個法術。	Naucz nowego zaklęcia swojemu klonowi. Klon musi mieć wystarczająco dużo many, aby rzucić zaklęcie.	Leer een nieuwe spreuk aan een kloon van jezelf. De kloon moet voldoende mana hebben om de spreuk uit te voeren.	Научите новому заклятію твоего двойника. Двойникъ долженъ имѣти довольно эѳира, чтобы сотворити заклятіе.
learned	Learned	Appris	Appreso	Gelernt	Aprendido	習得した	Aprendido	تعلمت	배우다	Ученый	学会了	學會的	Nauczył się	Leren	Учёный
teach npc error	Teach only works on a clone of yourself	Enseigner ne fonctionne que sur un clone de vous-même.	Insegnare funziona solo su un clone di te stesso.	Lehren funktioniert nur auf einem Klon von dir selbst.	Enseñar solo funciona en un clon de ti mismo.	「教える」は自分のクローンにしか効果がない。	O 'Ensinar' só funciona em um clone de si mesmo.	التعليم يعمل فقط على نسخة منك.	가르치기는 오직 당신 자신의 클론에게만 작동합니다.	Обучение работает только на клоне тебя самого.	“教授”只适用于你自己的克隆体	「教導」只能作用於你自己的一個克隆體。	Ucz działa tylko na klonie samego siebie.	Leer werkt alleen op een kloon van jezelf.	Ученіе дѣйствуетъ токмо на двойникѣ тебя самого.
